mean_intensity,std_dev_intensity,skewness_intensity,kurtosis_intensity,mean_texture,std_dev_texture,entropy_texture,contrast_texture,correlation_texture,homogeneity_texture,mean_region1,std_dev_region1,mean_region2,std_dev_region2,mean_shape,circularity_shape,aspect_ratio_shape,fractal_dimension_shape,region_volume,regional_heterogeneity,Stage class
-0.1104556030479384,-1.9801105985091152,-2.604746691150237,0.0972183091044623,-0.0095292579062406,0.9449676059164456,-0.3006639690279507,2.657381400002336,0.3633055100594247,-0.9440642792549662,0.4815388749272691,-1.2317010784869449,-0.3509550288965432,-1.9241789387881936,-1.5478469984054706,1.0043863956056216,1.007515940187338,0.1215799708868911,-0.8608284251031767,0.3977542852961843,1.0
0.2843056538426314,-0.0065048341015452,-3.473046225005635,-0.9051768948675736,-0.3922700106730549,0.1735218109424818,1.0724011913944973,0.6699133052751343,-1.0472916764425528,0.8853346749589243,1.1347618214355837,-0.0129707322793062,0.3966946057267925,-0.0872357402836282,-0.5704444628803164,0.4539036609025081,0.2007397182595623,-0.3611874636127979,-0.1829358970829069,1.0233681299641146,1.0
-0.2428251492028531,0.2138913027335837,1.6480267341420751,-2.0350274029149413,-0.656231883950226,0.9235806512148588,0.1320335574718587,-0.9842773970855642,0.3156373980415491,1.995332272913027,0.5429761811440144,-0.3007284159516884,0.7323568463402269,1.7397994961184498,-1.576619936298987,0.7867612420974867,0.3662257956740745,1.3823802184524672,1.9122933497547685,-0.6004205389502763,1.0
-0.6022099692508832,-0.065565608198352,-0.4505610630435178,-0.9313082469936066,-0.8988817032547819,-1.1139831243279874,-1.211428105150349,-0.5075079432827787,0.5146761984947577,-1.308806619237349,-0.692489245886741,-1.5490167637879004,0.7469335056311516,-1.0010270544065565,-0.0403316866588925,-0.4954454644111351,0.3190997643379819,-0.2603431765700313,-1.4499911134789738,0.6952946938985823,1.0
0.0833515065875339,0.7095712092612635,-1.5416445501990106,0.2562360834898387,-0.9295328420470944,1.031105613975894,0.6853290124755154,2.061098036718996,0.8833661051857701,-0.2614119083927568,0.0521582012535209,0.8772154729223594,-0.4906354009790724,-0.2176427285653737,0.4121068460802297,-0.1224100163270431,-0.0569571396418578,0.5625671808856184,0.5298570559984632,1.2454812461986018,2.0
0.5657687395967347,-0.0065454410345694,2.2331406682783106,0.090461411658931,-0.3199139967110945,1.1493108537796792,0.4850601423516116,0.1266833445827884,-0.0516554970411187,0.7403341148388125,0.5506419811254057,-0.5462319982959895,0.1585201937987183,1.2472670369359051,0.2675799934934397,0.9656565140155156,-0.022813208259162,-0.4284769520790177,0.5733297613479564,-0.3876636035068608,2.0
-0.0144577780726559,0.4145593026258162,2.3230049450869106,0.6286081082059196,1.2993418890433588,0.5512871027146817,1.7923237261929703,0.2007459616183482,1.364951849264759,0.0077533388657144,0.1350416156113471,-0.8777472368485804,-0.6639434293895639,0.3936211480240222,0.2043169591163866,-0.2668253035113058,-1.0504125708753738,0.0002971440224275,-1.1435674755135177,0.1348242220863343,2.0
0.1289618305510331,-1.167832111850615,-1.0974920042967922,0.2983721616974899,-0.8469316420687122,-0.103581748133812,3.2086884673367857,1.8898491030483595,-0.9097071436115368,-0.9643505250546536,0.0769827588507646,0.1747564035206002,0.3616635512607569,1.207724605808934,0.4518575488531547,0.027848977566255,-1.339855609992182,0.9440983946639286,0.3489687644001897,1.4224921883256068,2.0
1.3214606653249428,-0.6806498231105488,-1.0292625361682135,1.7067075768271782,1.5282627769642196,-0.1098052742610858,-0.3227934803784771,-0.4288366961440762,0.4124772703866614,-2.339134271211448,0.3735858242449792,1.7469943572923214,0.230179463666377,1.2619875867153587,-1.245593678019283,0.907953194960888,-0.3579092189227306,-0.30229983459778,1.6204455614855258,0.1791747629132314,2.0
1.2955041222302677,0.7895481598605274,0.2261784370470756,-0.2535442489418749,-0.302275364291554,-0.8638766392829004,1.419768747512586,0.4005765309415139,0.8363505222434868,0.2735362957618278,-1.1564434227545266,-0.6450672495071039,2.877475976231328,-0.798014931495032,-0.6458156840922226,-0.6593048789829156,0.532576176961275,-0.707851312201434,1.588760632820816,0.5240962357290755,2.0
0.0324384780417296,-0.7780779278400061,-1.2020905074714154,0.6975390889356292,0.3796312389076289,2.5051019720751166,1.016503989733284,-0.9957364908882866,-1.001529041860122,-0.4691483486278827,-0.3502510507429724,-0.3569482802955059,1.6213079288020271,-0.9701065187138456,-0.0186160777110815,-0.5220518443383473,0.3540053820423793,-0.2737168808003493,-1.907690217321101,-2.063523296897347,2.0
